Topic,Count,Name,Representation,Representative_Docs
141,25,141_importante_muy_interesante_toni,"['importante', 'muy', 'interesante', 'toni', 'requeririan', 'esto', 'factureras', 'fortalecerlo', 'explicas', 'es']","['pregunta bueno eso es muy importante cual es la valoracion que hace de esta encuesta a nivel mundial tambien es muy importante ', 'entonces eso es algo muy importante muy importante ', 'entonces es una inversion muy importante ']"
142,25,142_pardo_sheinbaum_claudia_si,"['pardo', 'sheinbaum', 'claudia', 'si', 'presidenta', 'mexico', 'zosimo', 'coatzacoalcos', '37', 'alma']","['presidenta de mexico claudia sheinbaum pardo si ', 'presidenta de mexico claudia sheinbaum pardo si ', 'presidenta de mexico claudia sheinbaum pardo si ']"
143,24,143_aca_mananeras_vamos_pardo,"['aca', 'mananeras', 'vamos', 'pardo', 'sheinbaum', 'claudia', 'mexicanoestadounidenses', 'parece', 'luego', 'ir']","['presidenta de mexico claudia sheinbaum pardo a ver aca y luego vamos para aca ', 'presidenta de mexico claudia sheinbaum pardo bueno a ver vamos por aca ', 'presidenta de mexico claudia sheinbaum pardo ya vamos a ver ']"
144,24,144_soy_ama_comico_abuela,"['soy', 'ama', 'comico', 'abuela', 'casa', 'preguntaron', 'presidencia', 'palacio', 'llego', 'mama']","[' y saben que le conteste pues a mucho orgullo soy ama de casa soy abuela soy mama soy ama de casa y soy comandanta suprema de las fuerzas armadas como la ve ', ' y saben que le conteste pues a mucho orgullo soy ama de casa soy abuela soy mama soy ama de casa y soy comandanta suprema de las fuerzas armadas ', 'fijense cuando entre al gobierno a palacio nacional un comico quiso hacerse muy chistosito y dijo llego una ama de casa a palacio nacional como si eso nos fuera a ofender pues dije a mucha honra soy ama de casa soy mama soy abuela soy ama de casa y soy presidenta de la republica y a mucha honra ']"
145,24,145_social_seguro_trabajadores_imss,"['social', 'seguro', 'trabajadores', 'imss', 'salario', 'seguridad', 'plataforma', 'equivalentes', 'minimo', 'institucion']","['y el imss bienestar para todos los que no tengan seguridad social ', 'para septiembre el numero de trabajadores afiliados al seguro social alcanzo la cifra de 22 5 millones en junio de este ano entro en vigor la reciente reforma laboral bajo la cual todos los trabajadores de plataformas digitales deben tener seguro social ', 'despues el issste el issste es una institucion de seguridad social que atiende a todos los que somos trabajadores del estado todos los que trabajamos en los gobiernos municipales estatales y federal estamos afiliados al seguro social y ademas de lo que representa toda la seguridad social es quien se encarga de brindar la atencion a la salud ']"
146,24,146_agrario_edna_rangel_vega,"['agrario', 'edna', 'rangel', 'vega', 'urbano', 'territorial', 'elena', 'desarrollo', 'secretaria', 'leonel']","['la secretaria de desarrollo agrario territorial y urbano edna elena vega rangel ', 'la secretaria de desarrollo agrario territorial y urbano edna elena vega rangel ', 'la secretaria de desarrollo agrario territorial y urbano edna elena vega rangel ']"
147,24,147_representantes_asimismo_damos_siguen,"['representantes', 'asimismo', 'damos', 'siguen', 'bienvenida', 'redes', 'medios', 'sociales', 'comunicacion', 'traves']","['asimismo damos la bienvenida a los representantes de los medios de comunicacion y a quienes nos siguen a traves de las redes sociales ', 'asimismo damos la bienvenida a los representantes de los medios de comunicacion y a quienes nos siguen a traves de las redes sociales ', 'asimismo damos la bienvenida a los representantes de los medios de comunicacion y a quienes nos siguen a traves de las redes sociales ']"
148,24,148_petroleos_petroleo_padilla_pemex,"['petroleos', 'petroleo', 'padilla', 'pemex', 'exdirector', 'victor', 'pep', 'mexicanos', 'rodriguez', '262']","['director general de petroleos mexicanos pemex victor rodriguez padilla en diciembre digo en enero en enero ', 'director general de petroleos mexicanos victor rodriguez padilla con su permiso doctora claudia sheinbaum pardo ', 'director general de petroleos mexicanos pemex victor rodriguez padilla en los proximos dias porque eso es muy rapido tambien']"
149,23,149_informe_congreso_comision_dimos,"['informe', 'congreso', 'comision', 'dimos', 'union', '1o', 'decreto', 'expertos', 'septiembre', 'aprobo']","['todos los anos los presidentes en este caso la presidenta tenemos que rendir cuentas al pueblo dar nuestro informe asi lo establece la constitucion de la republica dice que todos los 1o de septiembre tenemos que dar un informe al congreso y tambien un informe al pueblo de mexico ', 'la constitucion establece que debemos dar el informe los presidentes en este caso la presidenta cada 1o de septiembre asi lo hicimos la secretaria de gobernacion entrego al congreso de la union el informe de 11 meses de gobierno y en palacio nacional hicimos un resumen de los avances en estos meses pero decidi ahora ir a cada estado de la republica a dar el informe a cada entidad ', 'asi que este 1o de septiembre pasado dimos nuestro informe entregamos el informe general al congreso de la union como lo establece la constitucion y las leyes y desde palacio nacional dimos nuestro informe al pueblo de mexico ']"
150,23,150_partidos_partido_politicos_politico,"['partidos', 'partido', 'politicos', 'politico', 'eleccion', 'financiamiento', 'ine', 'formar', 'apoyandola', 'elecciones']","['entonces a ver no va a haber financiamiento a partidos politicos toda esa parte de una eleccion normal no viene ', 'ya los detalles del 27 ya les corresponde a morena definir sus alianzas y al partido verde y al partido del trabajo y tambien a los otros partidos politicos ', 'ahora no participan los participan los partidos politicos en esta eleccion es una eleccion de personas los partidos politicos esta prohibido que participen ']"
151,23,151_cultural_pueblos_originarios_civilizaciones,"['cultural', 'pueblos', 'originarios', 'civilizaciones', 'cultura', 'indigenas', 'riqueza', 'grandeza', 'origen', 'espanoles']","['uno los pueblos originarios los pueblos indigenas que es la fortaleza cultural de mexico no solamente de las grandes civilizaciones que formaron lo que hoy llamamos mexico en este territorio sino los indigenas de hoy las poblaciones afromexicanas tambien ', 'un pilar que viene de la fortaleza cultural de nuestro pais que radica en los pueblos originarios no hay otro pais en el mundo con esta riqueza cultural somos una potencia cultural que viene de mucho antes de que llegaran los espanoles a nuestro pais y de ahi viene la riqueza y la fuerza cultural de las familias mexicanas ', 'uno los pueblos originarios los pueblos indigenas y los pueblos afromexicanos los pueblos originarios que viven hasta la fecha representan el sustento de mexico mucho antes de que llegaran los espanoles grandes civilizaciones como pocas en el mundo que permitieron conocer los astros con sus propias culturas sus propias organizaciones sociales sus propias matematicas civilizaciones y culturas que nos hacen a todas y a todos ser mexicanos y que de ahi parte una base fundamental de la grandeza cultural de mexico que es lo que vive en el corazon de los mexicanos ']"
152,22,152_adelante_pardo_dale_sheinbaum,"['adelante', 'pardo', 'dale', 'sheinbaum', 'claudia', 'mexico', 'presidenta', 'acercara', 'avanzando', 'libia']","['presidenta de mexico claudia sheinbaum pardo adelante ', 'presidenta de mexico claudia sheinbaum pardo adelante ', 'presidenta de mexico claudia sheinbaum pardo adelante ']"
153,22,153_gusto_estar_da_ustedes,"['gusto', 'estar', 'da', 'ustedes', 'mucho', 'me', 'dio', 'contenta', 'muy', 'afable']","['bueno me da mucho gusto estar aqui ', 'me da mucho gusto estar con ustedes ', 'me da mucho gusto estar con ustedes ']"
154,22,154_cerramos_timbre_cerrando_cerrar,"['cerramos', 'timbre', 'cerrando', 'cerrar', 'pardo', 'reyna', 'cancelacion', 'sheinbaum', 'claudia', 'terminar']","['presidenta de mexico claudia sheinbaum pardo ya cerramos ', 'presidenta de mexico claudia sheinbaum pardo ya cerramos ', 'presidenta de mexico claudia sheinbaum pardo bueno cerramos ']"
155,22,155_tiendas_productor_productos_autoservicio,"['tiendas', 'productor', 'productos', 'autoservicio', 'consumidor', 'cadena', 'comprador', 'superissste', 'beneficie', 'ventas']","['alimentacion para el bienestar tambien esta trabajando porque las tiendas diconsa se van a convertir en tiendas del bienestar ', 'luego 20 fortalecer las tiendas que tiene superissste aqui quiero decirles que en el lapso que nos ha tocado ahora ya las tiendas superissste mejoraron ventas en un 33 por ciento y le vamos a incorporar perecederos otros productos basicos a bajo costo incorporar proveedores locales y el mantenimiento integral de los establecimientos eso es en las tiendas que tiene actualmente el issste ', 'las tiendas del bienestar tienen el objetivo primero de dar productos a bajo costo pero segundo de generar un mercado directo entre el productor y el consumidor a traves de estas tiendas y particularmente los pequenos productores es algo que se perdio porque las tiendas diconsa ya vendian muchos productos que se pueden encontrar tambien en un supermercado a mas bajo costo y pueden seguirlo haciendo pero queremos recuperar la idea original que beneficie al pequeno productor y que beneficie al consumidor y tambien a traves de alimentacion saludable ']"
156,22,156_elorza_vasquez_angel_infodemia,"['elorza', 'vasquez', 'angel', 'infodemia', 'miguel', 'coordinador', 'subdirectora', 'aurora', 'correa', 'diana']","['coordinador de infodemia miguel angel elorza vasquez muchas gracias presidenta ', 'coordinador de infodemia miguel angel elorza vasquez muchas gracias presidenta ', 'coordinador de infodemia miguel angel elorza vasquez muchas gracias presidenta ']"
157,22,157_enfermedades_diabetes_glucosa_hipertension,"['enfermedades', 'diabetes', 'glucosa', 'hipertension', 'glicosilada', 'hemoglobina', 'muertes', 'mellitus', 'arterial', 'insulina']","['ahora por que es importante porque es un programa fundamentalmente de tipo preventivo tenemos muchas enfermedades cronicas tenemos muchas enfermedades cronicas como diabetes hipertension arterial dano renal y en la medida que la poblacion va envejeciendo se hace mucho mas susceptible de presentar esas complicaciones ', 'por eso esos anos de vida saludable a la hora de revisarlos cuales son las principales enfermedades que reducen no la vida pero si en muchos casos esos anos de vida saludable y son los enemigos y los sospechosos de siempre diabetes hipertension obesidad casi el 14 por ciento de toda la carga de perdida de anos de vida saludable tienen que ver con estas enfermedades enfermedades del corazon enfermedad renal cronica y tambien desde luego algunos tipos de enfermedades transmisibles ', 'dentro de unos momentos el maestro zoe robledo les presentara algunos de los equipos que nos permiten precisamente avanzar en la deteccion y seguimiento de los parametros bioquimicos como son la hemoglobina glicosilada no no mas medir la glucosa sino medir este metodo de hemoglobina glicosilada permite saber se hace cada 3 meses pero permite saber como han estado los niveles de glucosa durante ese tiempo y si se tiene o no un control adecuado ']"
158,22,158_tarjeta_tarjetas_banco_credito,"['tarjeta', 'tarjetas', 'banco', 'credito', 'les', 'telefono', 'remesa', 'guardo', 'compraba', 'folio']","['lo guardo porque les voy a decir por que lo guardo es como un carino ese numero de telefono porque ese numero de telefono me lo regalo layda sansores en el movimiento de las adelitas en 2008 porque yo usaba un telefono que compraba credito yo trabajaba en la unam entonces y compraba a credito y se me acaba el credito bueno era ya saben como recarga se me acababa el credito y luego no me podian llamar por telefono ', 'entonces no podriamos en el momento que llegan darles la tarjeta del banco con el nombre entonces les da un papel de que su tramite esta hecho y ya se les dice de acuerdo a su lugar a donde van a ir a donde pueden ir a recoger ya su tarjeta del bienestar ', 'con esa carta en los centros de atencion tienen atencion inmediata se les registra se les da un papel y despues pueden ir al banco de bienestar que les quede mas cerca de su casa por la tarjeta porque las tarjetas del banco de bienestar con excepcion de la tarjeta que se les da de apoyo de 2 mil pesos para cualquier gasto que tengan adicional al transporte porque el transporte lo vamos a proveer el principal que esas no tienen nombre digamos ']"
159,21,159_muchas_gracias_todas_todos,"['muchas', 'gracias', 'todas', 'todos', 'agradecerles', 'quiero', 'yo', '', '', '']","['muchas gracias a todas y a todos ', 'muchas gracias a todas y a todos ', 'muchas gracias a todas y a todos ']"
160,21,160_news_veracruz_imagen_lajud,"['news', 'veracruz', 'imagen', 'lajud', 'olga', 'istmo', 'olvera', 'ojeda', 'corresponsal', 'periodico']","['soy marco antonio olvera del periodico digital hidalgo news y del canal de youtube mexico news world ', 'pregunta gracias presidenta buenos dias secretario buenos dias a los companeros soy marco antonio olvera del periodico digital hidalgo news y del canal de youtube mexico news world ', 'pregunta muchas gracias presidenta olga ojeda lajud corresponsal del periodico imagen de veracruz y diario del istmo ']"
161,21,161_opinion_comentario_respecto_acerca,"['opinion', 'comentario', 'respecto', 'acerca', 'preguntarle', 'merece', 'esto', 'bombardeo', 'su', 'pakistan']","['pregunta alguna opinion al respecto ', 'es preguntarle su opinion sobre esto ', 'preguntarle su opinion al respecto ']"
162,21,162_citlalli_mora_hernandez_secretaria,"['citlalli', 'mora', 'hernandez', 'secretaria', 'mujeres', 'permiso', 'minerva', 'tardes', 'ciudadana', 'buenas']","['la secretaria de las mujeres citlalli hernandez mora ', 'la secretaria de las mujeres citlalli hernandez mora ', 'la secretaria de las mujeres citlalli hernandez mora ']"
163,21,163_universidad_castellanos_rosario_universidades,"['universidad', 'castellanos', 'rosario', 'universidades', 'autonoma', 'inaugurar', 'campus', 'plantel', 'logico', 'nacional']","['y tambien estamos definiendo el municipio en donde vamos a construir la universidad nacional rosario castellanos a partir del proximo ano ', 'entonces estamos haciendo este mapa para las universidades en donde hay mas en donde hay menos y ahi en donde hay menos estamos definiendo a partir de algunos criterios si entra una universidad benito juarez una universidad rosario castellanos un tecnologico y tambien hablando con las universidades publicas para ver si tienen capacidades ', 'y la otra es la universidad nacional rosario castellanos que es una nueva universidad que hice cuando fui parte o cuando fui jefade gobierno en la ciudad de mexico creamos esta universidad hoy 70 mil jovenes asisten a esta universidad y ya no es solo de la ciudad de mexico sino que la convertimos en la universidad nacional rosario castellanos y vamos a poner un campus aqui en tlaxcala y vamos a iniciar el proximo ano ']"
164,21,164_ciudad_queretaro_guanajuato_estado,"['ciudad', 'queretaro', 'guanajuato', 'estado', 'pachuca', 'coahuila', 'tienda', 'jalisco', 'campeche', 'nezahualcoyotl']","['50 este tambien va para la maestra delfina es que nos pidieron mucho en el estado de mexico en la zona oriente del estado de mexico se llevara a cabo un proyecto sin precedentes les voy a decir por que en la zona oriente del estado de mexico estamos hablando de ecatepec chalco valle de chalco chimalhuacan texcoco los reyes la paz ixtapaluca chicoloapan y ciudad nezahualcoyotl viven mas de 10 millones de personas e historicamente hay un rezago de acceso al agua de drenaje de vivienda de movilidad asi que vamos a ir para alla lo que les vamos a pedir es que nos juntemos todos los presidentes municipales el gobierno del estado y el gobierno federal para hacer justicia al oriente del estado de mexico ', 'en un modelo de operacion mixto que no existia con entidades federativas se abriran tiendas en tijuana en el cecut en guadalajara en el centro de la capital de jalisco en un edificio llamado arroniz en yucatan y chiapas en los respectivos catvis de chichen itza y de palenque y hace unas semanas tambien el dia de la artesana y el artesano adelantamos la primera tienda de fonart cosa increible que ha habido en quintana roo la tienda esta en tulum en el parque del jaguar ', 'y decirles que aqui esta desplegado el calendario en donde vamos a tener en sonora en chiapas en tabasco en nuevo leon en baja california en el estado de mexico en puebla en guanajuato en morelos en coahuila en guanajuato en jalisco en aguascalientes en colima en fin en todas las entidades federativas practicamente vamos a estar desarrollando ferias a lo largo del mes de mayo en tanto que vamos a hacer esta gran jornada hacia el mes de junio ']"
165,21,165_perdon_pardo_sheinbaum_claudia,"['perdon', 'pardo', 'sheinbaum', 'claudia', 'presidenta', 'mexico', 'disculpa', 'declaro', 'yaqui', 'planes']","['presidenta de mexico claudia sheinbaum pardo perdon ', 'presidenta de mexico claudia sheinbaum pardo perdon ', 'presidenta de mexico claudia sheinbaum pardo perdon ']"
166,21,166_guadarrama_batres_marti_prevision,"['guadarrama', 'batres', 'marti', 'prevision', 'social', 'bolanos', 'issste', 'marath', 'trabajadores', 'instituto']","['director general del instituto de seguridad social al servicio de los trabajadores del estado issste marti batres guadarrama inaudible ', 'director general del instituto de seguridad social al servicio de los trabajadores del estado issste marti batres guadarrama buenos dias presidenta ', 'director general del instituto de seguridad social al servicio de los trabajadores del estado issste marti batres guadarrama asi es ']"
167,20,167_medios_publicos_noticias_prensa,"['medios', 'publicos', 'noticias', 'prensa', 'mananera', 'comunicacion', 'rigor', 'noticia', 'periodistico', 'semanas']","['estamos revisando para que no vuelva a haber este retraso pero ademas estamos revisando todo lo que tiene que ver con los recursos publicos a los medios publicos y la contratacion de todos aquellos que trabajan en los medios publicos para que sea de una mejor manera ', 'hace poco se dio a conocer una noticia que deberia de haber estado semanas en las primeras planas en las noticias de la radio de la television pero no en los medios no les importan estas noticias tan importantes o algunos medios ', 'y en los medios publicos estan trabajando los medios publicos digamos nacionales o los del gobierno federal para hacer una red de medios publicos nacional que permita tambien juntar recursos para poder fortalecer los noticieros fortalecer o sea la parte informativa la parte de debate y tambien la parte de produccion que tambien tiene que tener una vision distinta ']"
168,20,168_telecomunicaciones_articulo_ley_109,"['telecomunicaciones', 'articulo', 'ley', '109', 'publicacion', 'censura', 'eliminar', 'radiodifusion', 'estrictamente', 'canal']","['pregunta si le parece vamos con este tema de la ley de telecomunicaciones y radiodifusion que en primer lugar me gustaria decir que se ha hablado mucho de si es una ley censura o que si es una ley regresiva y demas ', 'tercero el articulo 109 que causo cierto malentendido polemica esto era un articulo pensado para acompanar un articulo que ya existe hoy en la ley del iva que es el 18 h para plataformas de venta de bienes pero bueno para que no haya ningun espacio a duda y como lo menciono la presidenta aqui no hay censura al contrario una ley que promueve conectividad que promueve que mas personas puedan usar datos y manifestar sus ideas y usar redes sociales es una ley que claramente va en el sentido contrario ', 'titular de la agencia de transformacion digital y telecomunicaciones jose antonio pena merino nunca fue una ley censura el articulo 109 que hablaba de apagar plataformas estaba referido a un articulo de la ley del iva era un tema estrictamente fiscal no era un tema de que opinion manifiesta alguien en una red social ']"
169,20,169_proyectos_guaymas_menciono_obras,"['proyectos', 'guaymas', 'menciono', 'obras', 'ejecutivos', 'manejo', 'trabajando', 'detalle', 'seguir', 'ingenieria']","['ellos cuando vieron escucharon todo lo que se esta diciendo aqui sobre guaymas lo que se esta planteando y bueno dicen nosotros tenemos un interes muy definido para participar en estos proyectos de ampliacion y manejo justamente de lo que es la infraestructura portuaria incluso con el tema del manejo de contenedores lo que tiene que ver con la carga especializada en mineria y otros aspectos ', 'presidenta en una segunda pregunta preguntarle sobre los proyectos que usted menciono en en hay varios proyectos que menciono en sus compromisos que si tiene estimaciones de los montos para estas obras por ejemplo la carretera a guaymas chihuahua que menciono el puerto de guaymas ', 'efrain nos va a presentar las obras de conagua para este ano y para el sexenio hay algunos proyectos que estamos evaluando adicionalmente pero es una inversion muy importante y que se esta avanzando mas rapido en los proyectos ejecutivos para poder salir a licitacion lo mas pronto posible nos los va a presentar ']"
170,20,170_acuerdo_acuerdos_firmar_suba,"['acuerdo', 'acuerdos', 'firmar', 'suba', 'canasta', 'ratificacion', 'firmado', 'basica', 'canada', 'habia']","['dijo que habia esperado un acuerdo que incluyera la energia nuclear y los minerales criticos entre otras areas a dos audiencias distintas les dijo cual es su lado de la historia cual es su version de la historia ', 'este es un acuerdo binacional muy importante porque lo que hizo fue consolidar nuestra cooperacion entre epa y semarnat nos vamos a ver con mayor frecuencia logramos un gran entendimiento reafirmar y acelerar los compromisos del acta 328 del cila y por supuesto nosotros le apostamos a la planta de tijuana ', 'uno yo quiero ratificar el acuerdo que se habia firmado con empresarios particularmente productores de harina de maiz algunos productores tambien principales de alimentacion y los comercializadores de la canasta basica para que podamos firmar un acuerdo para que no suba la canasta basica entonces ese es un acuerdo que quisiera firmar y estamos ya hablando con ellos el secretario de hacienda rogelio ramirez de la o ya habia contactado a muchos de ellos que habian firmado y nuestro objetivo es que este mes a mas tardar pudieramos firmar ese acuerdo para seguir garantizando que no suba la canasta basica ']"
171,20,171_leticia_gubernamentales_amaya_asuntos,"['leticia', 'gubernamentales', 'amaya', 'asuntos', 'coordinadora', 'ramirez', 'maestra', 'general', 'coordinara', 'leti']","['la coordinadora de asuntos gubernamentales leticia ramirez amaya ', 'la coordinadora de asuntos gubernamentales leticia ramirez amaya ', 'la coordinadora de asuntos gubernamentales leticia ramirez amaya ']"
172,19,172_parque_parques_calakmul_azcapotzalco,"['parque', 'parques', 'calakmul', 'azcapotzalco', 'espacios', 'naturales', 'protegida', 'protegidas', 'espacio', 'recreativos']","['por otro lado quienes han estado consultando tienen dudas principalmente vecinas vecinos con los que tambien nos sentamos a hablar jovenes publico familias incluso promotores y gente que realiza actividades culturales en el espacio si el parque volvera a tener eventos privados gratuitos o simplemente hay mucha duda de como vamos a operar este parque ', 'tambien se construye muy importante un parque lineal cuando estaba en la linea anterior el derecho de via permitia un espacio publico de 4 mil metros cuadrados al generarse ese espacio con el viaducto se liberan 80 mil metros cuadrados y por instrucciones de nuestra senora presidenta se construye un parque lineal que va a permitir el convivio de las familias espacios recreativos y deportivos ', 'en la plancha este parque es un parque urbano se encuentra en merida yucatan el corazon de merida se llama la plancha porque esta ubicado en lo que fue la estacion central de ferrocarriles de merida es un espacio muy grande cuenta con 2 hectareas apoya para la convivencia social a traves de experiencias eventos recreativos eventos culturales tenemos un museo ahi tambien que se llama el ferrocarril nos lleva a la cuestion historica del tren y es un centro por excelencia de concentracion para la cultura el deporte y la gastronomia de la region ']"
173,19,173_licitacion_claves_marzo_partir,"['licitacion', 'claves', 'marzo', 'partir', 'compra', 'licitaciones', 'fallo', '1o', 'enero', 'adelantadas']","['en resumen en terminos de los procesos de licitacion tambien en este caso estamos ya en la segunda junta de aclaraciones contestando las preguntas esto nos da que estamos en proceso de licitacion de alrededor de 250 kilometros ya que se haran con empresas constructoras una vez que sea adjudicado el fallo ', 'y a partir de esto que no podamos y si todavia existen claves pendientes estaremos haciendo una segunda vuelta de una licitacion publica para esas claves pendientes todo manteniendo las fechas de entrega a partir del 1o de marzo ', 'las caracteristicas de la licitacion y las fechas como les comentaba son iguales que en el otro tramo la publicacion de la convocatoria el 20 de mayo la publicacion propiamente de la licitacion ya con todo el procedimiento donde participan los oferentes es a partir de la primera semana de junio para tener el fallo de inicio de los trabajos en la cuarta semana de julio ']"
174,19,174_dos_temas_segundo_cosas,"['dos', 'temas', 'segundo', 'cosas', 'concluiria', 'pasar', 'irnos', 'hermosillo', 'segunda', 'concluimos']","['bueno en eso concluiria yo solamente decir respecto al programa que vamos a tener dos etapas ', 'bueno yo diria dos cosas brevemente sobre esa posibilidad ', 'el dia de hoy vamos a presentar dos temas ']"
175,19,175_mentiras_detector_mentira_cerrar,"['mentiras', 'detector', 'mentira', 'cerrar', 'tras', 'cerramos', 'vamos', 'miercoles', 'falso', 'manana']","['bueno vamos a cerrar ya con detector de mentiras ', 'hoy nos toca el detector de mentiras vamos a cerrar con el detector de mentiras ', 'vamos con el detector de mentiras ']"
176,19,176_harfuch_omar_ciudadana_garcia,"['harfuch', 'omar', 'ciudadana', 'garcia', 'proteccion', 'seguridad', 'secretario', 'prioritarios', 'envio', 'refiere']","['secretario de seguridad y proteccion ciudadana omar garcia harfuch con su permiso presidenta buenos dias ', 'secretario de seguridad y proteccion ciudadana omar garcia harfuch con su permiso ', 'secretario de seguridad y proteccion ciudadana omar garcia harfuch muy buenos dias ']"
177,19,177_psiquiatras_mil_encuentros_lugar,"['psiquiatras', 'mil', 'encuentros', 'lugar', '14', 'mexicanas', '10', 'segundo', 'veracruz', '2023']","['el 42 por ciento de casos confirmados corresponden a jalisco veracruz guerrero y morelos en el 2023 cerrara con 56 mil 333 y en el 2034 en la semana 46 iba en 126 mil 931 es un gran incremento en un ano ', 'ahora esto se ha reducido de manera muy significativa son alrededor llegaron a ser 13 mil encuentros en diciembre del 2023 y ahora estamos en 400 encuentros es decir personas que quieren entrar a los estados unidos y que son detenidas por cbp y regresadas a mexico la mayoria de ellos personas que no son mexicanas ', 'y en contraparte solamente se contabilizaron en mexico 4 mil 393 psiquiatras con una tasa estimada de 3 68 por cada 100 mil habitantes es decir que menos de 5 mil psiquiatras atienden a casi 25 millones de mexicanas y mexicanos que padecen algun tipo de trastorno mental ']"
178,19,178_gracias_todas_todos_muchas,"['gracias', 'todas', 'todos', 'muchas', 'enhorabuena', 'vemos', 'sueno', 'istmo', 'participen', 'esperamos']","['gracias a todas y a todos ', 'gracias a todos y a todas ', 'gracias a todas y a todos ']"
179,18,179_teocalli_piedra_monumento_sagrada,"['teocalli', 'piedra', 'monumento', 'sagrada', 'arqueologica', 'museo', 'moctezuma', 'pilares', '1325', 'guerra']","['este basamento se eleva en circulos concentricos hacia la replica historica del teocalli de la guerra sagrada en cuya cara posterior se registra en piedra un aguila sobre un nopal y el glifo tlachinolli eje del monumento orientado de oriente a poniente ', 'el gran teocalli de la guerra tiene un significado fundamental si tiene en la parte superior la fecha equivalente a 1325 esta es una pieza que se encontro en los anos 20 cuando se estaba construyendo el tercer piso de este palacio nacional en la torre que da a corregidora y zocalo y en esa piedra que corresponde a la epoca de moctezuma xocoyotzin es decir moctezuma ii esta la fecha 1307 que es una atadura de anos lo cual quiere decir que moctezuma ofrendo esa piedra como el gobierno de la ciudad esta ofrendando en esta ocasion el memorial de siete siglos de legado de grandeza de nuestros pueblos originarios ', 'entonces espero que nos puedan acompanar el proximo dia 26 de julio donde tambien se va a mostrar un monumento conmemorativo alusivo a esta fecha fundacional donde desde luego se plasmara el teocalli de la guerra sagrada que es el monumento mexica donde tenemos la certeza de la hierofania y la fecha en el ano 2 casa de 1325 ']"
180,18,180_unidos_estados_armas_minas,"['unidos', 'estados', 'armas', 'minas', 'lado', 'unidas', 'conjunta', 'naciones', 'seria', 'convivan']","['hablamos ahi en ese acuerdo de que tiene que hacer el gobierno de estados unidos lo necesario para evitar que las armas pasen de estados unidos a mexico ', 'y al gobierno de los estados unidos decirle siempre que estados unidos no seria lo que es si no fuera por las y los trabajadores mexicanos que trabajan del otro lado de la frontera ', 'mexico peleo al lado de estados unidos en la segunda guerra mundial no solo con los aviadores de la fuerza aerea del escuadron 201 sino tambien enviando al pais vecino trabajadores llamados braceros que contribuyeron a garantizar la produccion de alimentos y materias primas ']"
181,18,181_gobernacion_solicitarle_preguntarle_si,"['gobernacion', 'solicitarle', 'preguntarle', 'si', 'secretaria', 'informacion', 'tema', 'habia', 'gira', 'notificarle']","['presidenta en otro tema preguntarle si ya tiene algun reporte actualizado sobre la redada que hubo ayer en california en el sur de california en una granja que la secretaria de relaciones exteriores mencionaba que ya habia entrado en operacion un sistema para dar atencion ', 'pregunta y ellos ayer lo comentaba porque dijo que se iba a reunir con la secretaria de hacienda y justo el almirante para ver esto simplemente porque quedan que seran 26 dias escasos y para saber porque ellos hace unos dias se reunieron algunos lideres empresariales en coparmex concanaco servytur para revisar este asunto para el tema de estos ajustes de los 42 dolares o sea si si entra o no esa es la pregunta la confirmacion si si porque al final es su inquietud ', 'sobre el tema puntualmente solicitarle presidenta si es posible que la conagua informe sobre los avances de esta presa obra cuando va a llegar el agua a san luis potosi y si ahora que vea al gobernador del estado tambien solicitarle si pudiera dar mas detalles sobre el tema pues el mismo habia prometido en campana que en 24 horas repararia el tema o solucionaria el tema lleva tres anos y eso no ha sucedido presidenta ']"
182,18,182_energia_escobar_elena_luz,"['energia', 'escobar', 'elena', 'luz', 'gonzalez', 'secretaria', 'calleja', 'emilia', 'electricidad', 'energetica']","['secretaria de energia luz elena gonzalez escobar para inversion ', 'la secretaria de energia luz elena gonzalez escobar ', 'la secretaria de energia luz elena gonzalez escobar ']"
183,18,183_playa_playas_bacalar_carmen,"['playa', 'playas', 'bacalar', 'carmen', 'tulum', 'isla', 'mar', 'cuidar', 'lagunas', 'noches']","['y del tren nos trasladamos de tulum a bacalar y podemos disfrutar de la laguna de bacalar practicamente todo el dia el fuerte de san felipe el pueblo magico de bacalar y una serie de atractivos que se tienen en esa zona para en la noche salir de la estacion bacalar a la estacion calakmul ahi nos vamos a trasladar hasta llegar al gran hotel el hotel del calakmul que se encuentra precisamente en esa zona arqueologica impresionante ', 'para lograr el ordenamiento de playas y la zona federal maritima fonatur establecio un mecanismo de dialogo con comerciantes prestadores de servicio y permisionarios en las playas asimismo ya realizo fonatur un registro de todas las personas que realizan actividad comercial en la playa son mas poco mas de 2 mil 807 con los que se esta construyendo un acuerdo para el ordenamiento y uso sostenible de la playa ', 'si a lo mejor playa del carmen que ahi tiene su casa nos podria informar por ejemplo en playa del carmen hay una necesidad importante ahorita por ejemplo con la cfe porque playa del carmen ha crecido muchisimo en poco tiempo y las colonias digamos nuevas han ido aumentando la demanda de luz y han provocado de alguna manera bueno alguna falta de electricidad en algunas de las zonas mas populares de playa del carmen saber los proyectos y en este caso especifico de la luz si es posible que cfe cheque esta parte de playa del carmen porque luego los calores estan muy fuertes por ahi ']"
